ID,Minted,Max Supply,CollectionName,Symbol,CollectionDescription,CollectionIcon,CollectionIcon s3,Link to alphaverse website,Collection Hero Image,Collection Hero Image s3,Name of NFT,item Static Image,item Static Image s3,Animated URL,Animated URL s3,ItemDescription,Prop 1,,Prop 2,,Prop 3,
20,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:031,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:031
21,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:030,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:030
22,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:029,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:029
23,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:028,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:028
24,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:027,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:027
25,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:026,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:026
26,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:025,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:025
27,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:024,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:024
28,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:023,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:023
29,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:022,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:022
30,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:021,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:021
31,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:020,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:020
32,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:019,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:019
33,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:018,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:018
34,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:017,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:017
35,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:016,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:016
36,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:015,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:015
37,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:014,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:014
38,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:013,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:013
39,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:012,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:012
40,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 040:011,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,040:011
41,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:050,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:050
42,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:049,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:049
43,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:048,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:048
44,1,1,AlphaVerse / MetaCoaster,LAND,MetaCoaster is a great amusement park simulation game on the blockchain. Pick up a land and start building the park of your dreams. Enjoy the ride!,https://drive.google.com/file/d/1cX8c5rCqmfDgzzI9yZSmcsUYYqsMrt6v/view?usp=sharing,ADD,https://alphaverse.com/metacoaster-alphaverse/,https://drive.google.com/file/d/1HDH2693OAcAf4ngHgc-2I-JvFCHQAhbZ/view?usp=sharing,ADD,Land in MetaCoaster - Plot # 041:047,ADD,ADD,,,A great plot of land in the MetaWorld of MetaCoaster. Enjoy the ride!,Location,North-East Quadrant,District,New York City,Plot number,041:047
